,num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_hour_range
17322,1,Internet,RoundTrip,103,33,10,5,KTMMFM,Macau,1,0,1,4.75,1,Brief
17323,1,Internet,RoundTrip,33,19,11,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17324,1,Internet,RoundTrip,108,29,4,7,KTMMFM,China,1,0,0,4.75,0,Brief
17325,1,Internet,RoundTrip,95,46,11,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17326,1,Internet,RoundTrip,18,17,2,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17327,1,Internet,RoundTrip,48,42,4,6,KTMMFM,Macau,1,0,1,4.75,0,Brief
17328,1,Internet,RoundTrip,23,20,9,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17329,1,Internet,RoundTrip,48,24,9,6,KTMMFM,Macau,1,1,1,4.75,1,Brief
17330,1,Mobile,RoundTrip,13,23,9,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17331,1,Internet,RoundTrip,5,35,5,7,KTMMFM,Macau,0,0,0,4.75,1,Brief
17332,1,Internet,RoundTrip,11,27,6,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17333,1,Internet,RoundTrip,13,17,2,6,KTMMFM,China,1,0,0,4.75,0,Brief
17334,1,Internet,RoundTrip,24,25,2,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17335,1,Mobile,RoundTrip,41,30,2,6,KTMMFM,Macau,1,0,1,4.75,1,Brief
17336,1,Internet,RoundTrip,38,29,11,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17337,1,Internet,RoundTrip,125,24,9,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17338,1,Internet,RoundTrip,30,41,13,6,KTMMFM,Macau,1,0,1,4.75,1,Brief
17339,1,Internet,RoundTrip,12,34,9,1,KTMMFM,Nepal,1,0,0,4.75,0,Brief
17340,1,Internet,RoundTrip,5,44,9,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17341,1,Internet,RoundTrip,88,23,6,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17342,1,Internet,RoundTrip,84,37,8,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17343,1,Internet,RoundTrip,6,35,6,1,KTMMFM,Macau,0,0,0,4.75,0,Brief
17344,1,Internet,RoundTrip,6,19,5,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17345,1,Internet,RoundTrip,43,26,7,7,KTMMFM,Macau,1,0,0,4.75,0,Brief
17346,1,Mobile,RoundTrip,1,27,2,5,KTMMFM,Macau,1,0,1,4.75,1,Brief
17347,1,Mobile,RoundTrip,8,28,14,6,KTMMFM,Macau,1,0,0,4.75,1,Brief
17348,1,Internet,RoundTrip,71,19,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17349,1,Internet,RoundTrip,18,23,12,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17350,1,Internet,RoundTrip,64,30,7,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17351,1,Internet,RoundTrip,2,27,2,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17352,1,Internet,RoundTrip,3,18,6,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17353,1,Internet,RoundTrip,40,31,9,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17354,1,Internet,RoundTrip,23,22,16,5,KTMMFM,Macau,0,0,0,4.75,0,Brief
17355,1,Internet,RoundTrip,30,20,9,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17356,1,Mobile,RoundTrip,40,34,17,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17357,1,Internet,RoundTrip,23,19,10,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17358,2,Internet,RoundTrip,77,22,10,5,KTMMFM,Macau,1,0,1,4.75,1,Brief
17359,1,Internet,RoundTrip,10,40,5,4,KTMMFM,Macau,0,0,0,4.75,0,Brief
17360,1,Internet,RoundTrip,17,19,3,7,KTMMFM,Macau,1,0,0,4.75,0,Brief
17361,1,Mobile,RoundTrip,40,31,15,3,KTMMFM,Macau,0,0,1,4.75,0,Brief
17362,1,Internet,RoundTrip,22,20,8,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17363,1,Internet,RoundTrip,2,27,11,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17364,1,Internet,RoundTrip,4,18,4,6,KTMMFM,China,0,0,0,4.75,0,Brief
17365,2,Internet,RoundTrip,65,31,4,3,KTMMFM,Macau,1,0,1,4.75,1,Brief
17366,1,Internet,RoundTrip,79,29,13,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17367,1,Internet,RoundTrip,1,20,11,5,KTMMFM,Macau,0,0,0,4.75,0,Brief
17368,1,Internet,RoundTrip,3,20,5,4,KTMMFM,Macau,0,0,0,4.75,0,Brief
17369,1,Internet,RoundTrip,88,38,20,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17370,1,Internet,RoundTrip,32,23,7,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17371,1,Internet,RoundTrip,8,26,9,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17372,1,Internet,RoundTrip,6,38,1,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17373,2,Internet,RoundTrip,5,28,16,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17375,1,Internet,RoundTrip,20,20,10,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17376,1,Internet,RoundTrip,29,17,4,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17377,1,Internet,RoundTrip,106,19,8,6,KTMMFM,China,0,0,0,4.75,0,Brief
17378,2,Internet,RoundTrip,32,19,1,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17379,1,Internet,RoundTrip,2,17,9,7,KTMMFM,Nepal,1,0,1,4.75,0,Brief
17380,1,Internet,RoundTrip,37,28,8,1,KTMMFM,Macau,0,0,0,4.75,0,Brief
17381,1,Internet,RoundTrip,22,34,10,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17382,2,Internet,RoundTrip,57,26,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17383,1,Internet,RoundTrip,16,20,9,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17384,1,Internet,RoundTrip,1,24,3,7,KTMMFM,China,0,0,0,4.75,0,Brief
17385,1,Mobile,RoundTrip,43,17,0,5,KTMMFM,Macau,0,0,0,4.75,1,Brief
17386,1,Internet,RoundTrip,80,29,0,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17387,1,Mobile,RoundTrip,90,19,16,4,KTMMFM,Macau,0,0,0,4.75,0,Brief
17388,1,Internet,RoundTrip,53,23,2,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17389,1,Internet,RoundTrip,3,21,7,2,KTMMFM,Macau,0,0,1,4.75,0,Brief
17390,1,Internet,RoundTrip,7,45,4,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17391,1,Internet,RoundTrip,81,27,13,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17392,1,Internet,RoundTrip,8,20,5,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17393,1,Internet,RoundTrip,1,28,2,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17394,1,Internet,RoundTrip,9,26,1,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17395,1,Mobile,RoundTrip,6,45,16,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17396,1,Internet,RoundTrip,21,20,10,1,KTMMFM,Macau,1,0,0,4.75,1,Brief
17397,1,Internet,RoundTrip,1,21,4,7,KTMMFM,Macau,1,0,0,4.75,0,Brief
17398,1,Internet,RoundTrip,12,42,4,2,KTMMFM,China,1,0,0,4.75,0,Brief
17399,1,Internet,RoundTrip,48,20,11,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17400,1,Internet,RoundTrip,9,21,2,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17401,1,Internet,RoundTrip,76,20,1,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17402,1,Internet,RoundTrip,19,24,8,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17403,1,Internet,RoundTrip,57,30,7,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17404,1,Internet,RoundTrip,11,28,2,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17405,1,Internet,RoundTrip,38,21,5,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17406,1,Internet,RoundTrip,4,17,9,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17407,1,Internet,RoundTrip,15,19,11,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17408,1,Internet,RoundTrip,16,28,3,7,KTMMFM,Macau,1,0,1,4.75,0,Brief
17409,2,Mobile,RoundTrip,26,27,14,5,KTMMFM,Macau,0,0,1,4.75,0,Brief
17410,1,Internet,RoundTrip,14,26,12,6,KTMMFM,Macau,0,0,0,4.75,1,Brief
17411,1,Internet,RoundTrip,32,20,19,3,KTMMFM,Macau,1,1,1,4.75,0,Brief
17412,1,Internet,RoundTrip,58,26,23,3,KTMMFM,Macau,1,0,0,4.75,1,Brief
17413,1,Internet,RoundTrip,6,24,6,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17414,1,Internet,RoundTrip,1,27,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17415,1,Internet,RoundTrip,9,36,13,3,KTMMFM,Japan,0,0,0,4.75,0,Brief
17416,1,Internet,RoundTrip,0,32,3,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17417,1,Internet,RoundTrip,94,30,1,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17418,1,Internet,RoundTrip,41,26,0,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17419,1,Internet,RoundTrip,79,17,9,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17420,1,Internet,RoundTrip,23,27,6,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17421,1,Internet,RoundTrip,78,23,17,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17422,1,Internet,RoundTrip,39,28,12,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17423,1,Internet,RoundTrip,33,19,12,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17424,1,Internet,RoundTrip,71,19,11,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17425,1,Internet,RoundTrip,3,44,3,5,KTMMFM,Macau,1,1,1,4.75,0,Brief
17426,1,Internet,RoundTrip,1,45,11,3,KTMMFM,Macau,0,1,1,4.75,1,Brief
17427,1,Internet,RoundTrip,3,28,2,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17428,1,Internet,RoundTrip,24,47,4,5,KTMMFM,Macau,0,0,1,4.75,0,Brief
17429,1,Internet,RoundTrip,6,31,10,7,KTMMFM,China,0,0,0,4.75,0,Brief
17430,1,Internet,RoundTrip,99,22,6,7,KTMMFM,Macau,0,0,0,4.75,1,Brief
17431,1,Internet,RoundTrip,94,47,6,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17432,1,Internet,RoundTrip,3,31,5,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17433,2,Internet,RoundTrip,63,29,13,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17434,1,Internet,RoundTrip,4,19,9,3,KTMMFM,Macau,0,0,0,4.75,1,Brief
17435,1,Internet,RoundTrip,9,35,6,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17436,1,Internet,RoundTrip,77,24,13,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17437,1,Internet,RoundTrip,9,36,2,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17438,1,Internet,RoundTrip,48,19,5,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17439,1,Mobile,RoundTrip,4,41,12,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17440,1,Internet,RoundTrip,37,28,8,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17441,1,Internet,RoundTrip,53,27,4,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17442,1,Mobile,RoundTrip,5,20,3,3,KTMMFM,Macau,0,0,0,4.75,0,Brief
17443,1,Internet,RoundTrip,59,21,13,2,KTMMFM,Macau,1,0,0,4.75,1,Brief
17444,1,Internet,RoundTrip,27,25,1,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17445,1,Internet,RoundTrip,43,21,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17446,1,Internet,RoundTrip,1,26,10,5,KTMMFM,Macau,1,1,1,4.75,0,Brief
17447,1,Internet,RoundTrip,13,30,16,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17448,4,Internet,RoundTrip,8,22,12,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17449,1,Internet,RoundTrip,4,23,4,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17450,1,Internet,RoundTrip,0,29,3,1,KTMMFM,Macau,0,0,0,4.75,1,Brief
17451,1,Internet,RoundTrip,2,32,8,4,KTMMFM,Macau,0,0,1,4.75,0,Brief
17452,1,Internet,RoundTrip,4,21,3,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17453,1,Internet,RoundTrip,6,23,4,1,KTMMFM,Hong Kong,1,1,1,4.75,0,Brief
17454,1,Internet,RoundTrip,20,20,2,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17455,1,Internet,RoundTrip,13,31,6,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17456,1,Internet,RoundTrip,9,30,12,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17457,1,Internet,RoundTrip,4,20,8,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17458,1,Internet,RoundTrip,32,25,16,4,KTMMFM,Macau,1,0,1,4.75,1,Brief
17459,1,Internet,RoundTrip,1,23,5,2,KTMMFM,Australia,0,0,0,4.75,0,Brief
17460,1,Mobile,RoundTrip,11,29,10,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17461,1,Internet,RoundTrip,70,19,2,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17462,1,Internet,RoundTrip,26,19,10,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17463,1,Internet,RoundTrip,3,17,7,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17464,1,Mobile,RoundTrip,76,29,10,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17465,1,Internet,RoundTrip,4,20,4,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17466,1,Internet,RoundTrip,72,30,14,6,KTMMFM,Macau,1,0,0,4.75,1,Brief
17467,1,Internet,RoundTrip,24,25,13,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17468,1,Internet,RoundTrip,50,28,9,6,KTMMFM,Macau,1,0,1,4.75,1,Brief
17469,1,Internet,RoundTrip,59,29,9,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17470,1,Internet,RoundTrip,1,20,1,2,KTMMFM,Macau,1,0,1,4.75,0,Brief
17471,1,Internet,RoundTrip,70,24,18,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17472,1,Internet,RoundTrip,23,20,16,6,KTMMFM,Macau,1,0,1,4.75,0,Brief
17473,1,Internet,RoundTrip,1,43,2,5,KTMMFM,China,1,0,0,4.75,0,Brief
17474,1,Internet,RoundTrip,85,26,8,7,KTMMFM,Macau,1,0,0,4.75,0,Brief
17475,1,Internet,RoundTrip,9,26,5,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17476,1,Mobile,RoundTrip,63,31,11,1,KTMMFM,Macau,1,1,0,4.75,1,Brief
17477,1,Internet,RoundTrip,37,21,16,5,KTMMFM,Macau,1,0,1,4.75,1,Brief
17478,1,Internet,RoundTrip,68,30,13,5,KTMMFM,Macau,1,1,1,4.75,1,Brief
17479,1,Internet,RoundTrip,10,30,6,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17480,1,Internet,RoundTrip,6,27,2,5,KTMMFM,Macau,1,0,1,4.75,0,Brief
17481,1,Internet,RoundTrip,1,19,3,6,KTMMFM,Macau,0,0,0,4.75,0,Brief
17483,1,Internet,RoundTrip,4,19,10,3,KTMMFM,Macau,0,0,0,4.75,1,Brief
17484,1,Internet,RoundTrip,5,20,13,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17485,2,Internet,RoundTrip,41,31,4,2,KTMMFM,Hong Kong,1,0,1,4.75,0,Brief
17486,1,Internet,RoundTrip,34,34,2,2,KTMMFM,Macau,1,0,1,4.75,1,Brief
17487,1,Mobile,RoundTrip,18,28,19,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17488,1,Internet,RoundTrip,6,28,5,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17489,3,Internet,RoundTrip,7,45,5,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17490,1,Internet,RoundTrip,52,26,17,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17491,1,Internet,RoundTrip,46,29,2,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17492,1,Internet,RoundTrip,55,19,9,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17493,1,Internet,RoundTrip,76,22,15,2,KTMMFM,Macau,0,0,0,4.75,0,Brief
17494,1,Internet,RoundTrip,71,21,23,7,KTMMFM,Macau,1,0,0,4.75,1,Brief
17495,1,Internet,RoundTrip,29,27,14,7,KTMMFM,Macau,1,1,1,4.75,1,Brief
17496,1,Internet,RoundTrip,7,21,8,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17497,1,Internet,RoundTrip,2,21,4,2,KTMMFM,Macau,0,0,0,4.75,0,Brief
17498,1,Internet,RoundTrip,135,32,23,6,KTMMFM,Macau,1,0,0,4.75,1,Brief
17499,1,Internet,RoundTrip,13,26,12,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17500,1,Mobile,RoundTrip,1,32,18,6,KTMMFM,Macau,0,1,0,4.75,0,Brief
17501,1,Internet,RoundTrip,102,29,2,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17502,1,Internet,RoundTrip,95,40,11,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17503,2,Internet,RoundTrip,46,20,12,4,KTMMFM,Macau,0,0,1,4.75,1,Brief
17504,1,Internet,RoundTrip,81,21,13,6,KTMMFM,Macau,1,0,0,4.75,1,Brief
17505,1,Mobile,RoundTrip,16,26,1,5,KTMMFM,Macau,1,1,0,4.75,0,Brief
17506,1,Internet,RoundTrip,9,28,4,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17507,1,Internet,RoundTrip,91,28,6,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17508,1,Internet,RoundTrip,11,43,5,3,KTMMFM,Macau,1,0,0,4.75,1,Brief
17509,1,Internet,RoundTrip,1,30,4,1,KTMMFM,Macau,1,0,0,4.75,1,Brief
17510,2,Internet,RoundTrip,53,18,2,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17511,1,Internet,RoundTrip,37,29,3,5,KTMMFM,Macau,1,0,1,4.75,0,Brief
17512,1,Internet,RoundTrip,2,30,8,1,KTMMFM,Macau,1,1,1,4.75,1,Brief
17513,1,Internet,RoundTrip,35,26,2,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17514,1,Internet,RoundTrip,18,20,4,4,KTMMFM,Macau,0,0,0,4.75,1,Brief
17515,1,Internet,RoundTrip,9,20,14,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17516,1,Internet,RoundTrip,25,45,8,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17517,1,Internet,RoundTrip,16,25,1,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17518,1,Internet,RoundTrip,23,26,6,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17519,1,Internet,RoundTrip,11,32,8,1,KTMMFM,China,1,0,0,4.75,0,Brief
17520,1,Internet,RoundTrip,49,25,5,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17521,1,Internet,RoundTrip,15,28,4,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17522,1,Internet,RoundTrip,58,20,13,4,KTMMFM,Macau,1,0,1,4.75,0,Brief
17523,1,Internet,RoundTrip,2,17,8,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17524,1,Internet,RoundTrip,23,19,7,5,KTMMFM,Macau,1,0,1,4.75,1,Brief
17525,1,Internet,RoundTrip,2,20,6,3,KTMMFM,Macau,1,0,0,4.75,0,Brief
17526,1,Internet,RoundTrip,79,28,2,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17527,1,Internet,RoundTrip,3,30,11,5,KTMMFM,Macau,0,0,0,4.75,1,Brief
17528,1,Internet,RoundTrip,13,37,11,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17529,1,Internet,RoundTrip,11,29,4,3,KTMMFM,Macau,1,0,0,4.75,1,Brief
17530,1,Internet,RoundTrip,50,23,1,6,KTMMFM,Macau,1,0,1,4.75,1,Brief
17531,1,Internet,RoundTrip,2,25,14,6,KTMMFM,Macau,0,0,0,4.75,0,Brief
17532,1,Internet,RoundTrip,23,41,5,1,KTMMFM,Macau,1,0,1,4.75,0,Brief
17533,1,Internet,RoundTrip,73,30,14,4,KTMMFM,Macau,1,0,0,4.75,1,Brief
17534,1,Internet,RoundTrip,6,56,4,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17535,1,Mobile,RoundTrip,61,26,1,4,KTMMFM,Macau,1,1,1,4.75,1,Brief
17536,1,Internet,RoundTrip,56,33,10,7,KTMMFM,Macau,1,0,0,4.75,0,Brief
17538,1,Internet,RoundTrip,3,22,9,1,KTMMFM,Macau,0,0,0,4.75,0,Brief
17539,1,Internet,RoundTrip,31,93,4,7,KTMMFM,Macau,1,0,1,4.75,0,Brief
17540,1,Internet,RoundTrip,84,25,3,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17541,1,Internet,RoundTrip,54,21,7,3,KTMMFM,Macau,1,0,1,4.75,0,Brief
17542,1,Internet,RoundTrip,6,44,4,6,KTMMFM,Macau,1,0,0,4.75,0,Brief
17543,1,Internet,RoundTrip,32,20,3,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17544,1,Mobile,RoundTrip,0,32,8,3,KTMMFM,Macau,1,1,1,4.75,0,Brief
17545,1,Internet,RoundTrip,67,25,9,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17546,1,Internet,RoundTrip,91,17,3,1,KTMMFM,Macau,1,0,0,4.75,1,Brief
17547,1,Internet,RoundTrip,48,19,18,1,KTMMFM,Macau,1,0,1,4.75,1,Brief
17548,1,Internet,RoundTrip,8,30,8,4,KTMMFM,Macau,1,0,0,4.75,0,Brief
17549,1,Internet,RoundTrip,11,42,1,5,KTMMFM,Macau,0,0,0,4.75,0,Brief
17550,1,Internet,RoundTrip,56,24,5,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17551,1,Internet,RoundTrip,42,25,7,5,KTMMFM,Macau,1,0,0,4.75,1,Brief
17552,1,Internet,RoundTrip,32,20,2,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17553,1,Internet,RoundTrip,13,40,3,1,KTMMFM,Macau,1,0,0,4.75,0,Brief
17554,1,Internet,RoundTrip,6,21,2,2,KTMMFM,Macau,1,0,0,4.75,0,Brief
17555,1,Internet,RoundTrip,10,43,9,5,KTMMFM,Macau,1,0,0,4.75,0,Brief
17556,1,Internet,RoundTrip,16,78,5,5,KTMMYY,Malaysia,1,0,0,4.75,0,Brief
17557,1,Internet,RoundTrip,32,44,1,6,KTMMYY,Malaysia,1,0,0,4.75,0,Brief
17558,1,Internet,RoundTrip,6,43,3,2,KTMMYY,Malaysia,1,0,0,4.75,0,Brief
17559,1,Internet,RoundTrip,8,30,3,4,KTMMYY,Malaysia,1,0,0,4.75,0,Brief
17560,1,Internet,RoundTrip,15,92,3,1,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17561,1,Internet,RoundTrip,0,62,5,3,KTMPEN,Malaysia,0,0,0,4.75,0,Brief
17562,1,Internet,RoundTrip,27,55,6,1,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17563,1,Internet,RoundTrip,5,52,7,4,KTMPEN,Malaysia,1,0,1,4.75,0,Brief
17564,2,Internet,RoundTrip,25,45,8,3,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17565,1,Internet,RoundTrip,3,42,8,1,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17566,1,Internet,RoundTrip,25,77,8,1,KTMPEN,Malaysia,1,0,0,4.75,1,Brief
17567,1,Internet,RoundTrip,2,61,7,2,KTMPEN,Malaysia,1,0,1,4.75,0,Brief
17568,1,Internet,RoundTrip,41,92,9,4,KTMPEN,Malaysia,1,0,1,4.75,0,Brief
17569,1,Internet,RoundTrip,29,62,8,1,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17570,1,Internet,RoundTrip,134,29,1,2,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17571,1,Internet,RoundTrip,17,50,4,5,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17572,1,Internet,RoundTrip,32,90,3,2,KTMPEN,Malaysia,1,0,0,4.75,1,Brief
17573,1,Internet,RoundTrip,52,42,6,5,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17574,2,Internet,RoundTrip,32,44,10,7,KTMPEN,Malaysia,1,0,1,4.75,1,Brief
17575,1,Internet,RoundTrip,2,63,4,5,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17576,1,Internet,RoundTrip,70,96,6,4,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17577,2,Internet,RoundTrip,20,91,5,2,KTMPEN,Malaysia,1,0,1,4.75,0,Brief
17578,2,Internet,RoundTrip,34,47,9,1,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17579,1,Internet,RoundTrip,0,25,5,3,KTMPEN,Malaysia,0,0,0,4.75,1,Brief
17580,1,Internet,RoundTrip,26,63,8,3,KTMPEN,Malaysia,1,0,1,4.75,1,Brief
17581,1,Internet,RoundTrip,12,62,1,5,KTMPEN,Malaysia,1,0,0,4.75,1,Brief
17582,1,Internet,RoundTrip,13,60,5,2,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17583,1,Internet,RoundTrip,58,93,4,1,KTMPEN,Malaysia,1,0,0,4.75,1,Brief
17584,1,Internet,RoundTrip,15,45,4,6,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17585,1,Internet,RoundTrip,12,62,7,3,KTMPEN,Malaysia,1,1,1,4.75,0,Brief
17586,2,Internet,RoundTrip,14,43,6,5,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17587,1,Internet,RoundTrip,12,90,7,3,KTMPEN,Malaysia,1,0,0,4.75,1,Brief
17588,1,Internet,RoundTrip,28,61,6,4,KTMPEN,Malaysia,1,1,1,4.75,1,Brief
17589,1,Internet,RoundTrip,4,19,4,5,KTMPEN,Malaysia,1,1,1,4.75,1,Brief
17590,1,Internet,RoundTrip,14,90,1,6,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17591,1,Internet,RoundTrip,4,121,2,3,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17592,1,Internet,RoundTrip,5,60,9,5,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17593,1,Internet,RoundTrip,13,91,6,3,KTMPEN,Malaysia,1,0,0,4.75,0,Brief
17594,1,Internet,RoundTrip,21,62,2,5,KTMPEN,Malaysia,1,0,1,4.75,0,Brief
